Shipment_ID,Order_ID,Transport_Mode,Shipping_Cost,Ship_Date,Delivery_Date,Delivery_Status
SHP000387,O000387,Standard Shipping,29,2025-06-09,2025-06-20,On-Time
SHP000388,O000388,Standard Shipping,30,2024-04-14,2024-04-25,Delayed
SHP000389,O000389,Standard Shipping,22,2025-10-29,2025-11-12,On-Time
SHP000390,O000390,Standard Shipping,12,2023-08-18,2023-08-31,On-Time
SHP000391,O000391,Air,104,2025-10-20,2025-10-23,On-Time
SHP000392,O000392,Road,24,2024-12-26,2024-12-29,On-Time
SHP000393,O000393,Air,102,2025-02-05,2025-02-07,On-Time
SHP000394,O000394,Standard Shipping,26,2023-11-03,2023-11-16,On-Time
SHP000395,O000395,Rail,21,2023-01-13,2023-01-21,On-Time
SHP000396,O000396,Standard Shipping,20,2023-01-07,2023-01-14,On-Time
SHP000397,O000397,Rail,27,2023-02-10,2023-02-16,On-Time
SHP000398,O000398,Express Courier,86,2025-04-23,2025-04-26,On-Time
SHP000399,O000399,Road,52,2025-04-23,2025-04-29,On-Time
SHP000400,O000400,Air,91,2025-01-11,2025-01-13,On-Time
SHP000401,O000401,Air,81,2025-04-02,2025-04-03,On-Time
SHP000402,O000402,Road,23,2025-01-21,2025-01-27,On-Time
SHP000403,O000403,Standard Shipping,16,2024-11-12,2024-11-19,On-Time
SHP000404,O000404,Road,59,2023-07-04,2023-07-08,On-Time
SHP000405,O000405,Rail,33,2023-08-02,2023-08-07,On-Time
SHP000406,O000406,Road,26,2024-10-04,2024-10-11,Delayed
SHP000407,O000407,Road,37,2024-01-26,2024-01-30,On-Time
SHP000408,O000408,Standard Shipping,35,2025-03-02,2025-03-15,On-Time
SHP000409,O000409,Road,55,2023-05-20,2023-05-27,On-Time
SHP000410,O000410,Rail,23,2025-11-03,2025-11-08,On-Time
SHP000411,O000411,Road,24,2025-01-27,2025-02-02,On-Time
SHP000412,O000412,Express Courier,66,2023-05-06,2023-05-09,On-Time
SHP000413,O000413,Express Courier,44,2024-12-26,2024-12-28,On-Time
SHP000414,O000414,Express Courier,85,2024-01-06,2024-01-10,On-Time
SHP000415,O000415,Air,128,2023-11-10,2023-11-13,On-Time
SHP000416,O000416,Road,44,2024-03-31,2024-04-04,On-Time
SHP000417,O000417,Air,107,2024-04-28,2024-04-30,On-Time
SHP000418,O000418,Road,37,2025-11-25,2025-11-30,On-Time
SHP000419,O000419,Road,24,2025-07-28,2025-08-02,Delayed
SHP000420,O000420,Standard Shipping,11,2024-01-11,2024-01-19,On-Time
SHP000421,O000421,Express Courier,67,2023-01-22,2023-01-25,On-Time
SHP000422,O000422,Express Courier,65,2023-02-19,2023-02-22,On-Time
SHP000423,O000423,Air,103,2023-03-23,2023-03-26,Delayed
SHP000424,O000424,Rail,24,2025-05-02,2025-05-12,Delayed
SHP000425,O000425,Rail,38,2024-05-26,2024-06-05,On-Time
SHP000426,O000426,Air,81,2025-07-22,2025-07-23,On-Time
SHP000427,O000427,Express Courier,84,2023-12-10,2023-12-12,On-Time
SHP000428,O000428,Road,51,2025-07-02,2025-07-08,On-Time
SHP000429,O000429,Express Courier,67,2024-12-13,2024-12-17,On-Time
SHP000430,O000430,Express Courier,74,2024-03-04,2024-03-07,On-Time
SHP000431,O000431,Standard Shipping,13,2024-06-05,2024-06-15,On-Time
SHP000432,O000432,Rail,35,2025-06-22,2025-06-27,On-Time
SHP000433,O000433,Rail,30,2025-01-24,2025-01-31,On-Time
SHP000434,O000434,Standard Shipping,21,2023-11-08,2023-11-20,Delayed
SHP000435,O000435,Road,25,2023-08-27,2023-08-31,On-Time
SHP000436,O000436,Air,111,2025-07-07,2025-07-10,Delayed
SHP000437,O000437,Rail,28,2023-09-11,2023-09-19,On-Time
SHP000438,O000438,Express Courier,59,2025-12-07,2025-12-11,Delayed
SHP000439,O000439,Air,128,2024-10-01,2024-10-04,On-Time
SHP000440,O000440,Road,42,2023-03-26,2023-04-01,On-Time
SHP000441,O000441,Air,115,2025-09-29,2025-10-02,Delayed
SHP000442,O000442,Road,48,2024-10-15,2024-10-22,On-Time
SHP000443,O000443,Air,122,2024-07-19,2024-07-21,On-Time
SHP000444,O000444,Air,146,2023-05-06,2023-05-07,On-Time
SHP000445,O000445,Road,54,2025-07-24,2025-07-31,On-Time
SHP000446,O000446,Air,144,2023-03-15,2023-03-16,On-Time
SHP000447,O000447,Air,83,2025-03-16,2025-03-19,On-Time
SHP000448,O000448,Express Courier,40,2025-02-21,2025-02-23,On-Time
SHP000449,O000449,Rail,40,2025-03-06,2025-03-15,On-Time
SHP000450,O000450,Road,35,2024-01-22,2024-01-28,On-Time
SHP000451,O000451,Road,40,2025-06-13,2025-06-16,On-Time
SHP000452,O000452,Standard Shipping,29,2025-08-03,2025-08-15,On-Time
SHP000453,O000453,Air,93,2025-05-30,2025-06-02,Delayed
SHP000454,O000454,Rail,38,2025-03-24,2025-04-02,On-Time
SHP000455,O000455,Road,38,2025-01-09,2025-01-12,Delayed
SHP000456,O000456,Rail,20,2024-09-21,2024-09-27,Delayed
SHP000457,O000457,Express Courier,63,2023-10-24,2023-10-28,On-Time
SHP000458,O000458,Rail,20,2024-08-13,2024-08-23,On-Time
SHP000459,O000459,Express Courier,60,2024-12-09,2024-12-12,On-Time
SHP000460,O000460,Road,44,2024-07-14,2024-07-19,On-Time
SHP000461,O000461,Standard Shipping,34,2025-10-09,2025-10-19,On-Time
SHP000462,O000462,Standard Shipping,21,2025-03-18,2025-03-25,Delayed
SHP000463,O000463,Express Courier,65,2025-11-10,2025-11-14,On-Time
SHP000464,O000464,Air,113,2025-11-27,2025-11-30,On-Time
SHP000465,O000465,Standard Shipping,32,2024-02-02,2024-02-10,On-Time
SHP000466,O000466,Air,81,2023-01-19,2023-01-21,On-Time
SHP000467,O000467,Air,81,2024-02-15,2024-02-17,On-Time
SHP000468,O000468,Express Courier,59,2025-08-01,2025-08-04,On-Time
SHP000469,O000469,Express Courier,73,2025-01-25,2025-01-28,On-Time
SHP000470,O000470,Rail,29,2023-06-10,2023-06-17,On-Time
SHP000471,O000471,Road,25,2024-11-03,2024-11-06,Delayed
SHP000472,O000472,Standard Shipping,23,2024-03-27,2024-04-09,Delayed
SHP000473,O000473,Express Courier,57,2024-05-07,2024-05-10,On-Time
SHP000474,O000474,Standard Shipping,10,2025-01-24,2025-01-31,On-Time
SHP000475,O000475,Standard Shipping,31,2025-04-11,2025-04-22,On-Time
SHP000476,O000476,Rail,41,2025-10-26,2025-11-01,On-Time
SHP000477,O000477,Air,134,2025-09-12,2025-09-13,On-Time
SHP000478,O000478,Rail,35,2023-01-26,2023-02-03,On-Time
SHP000479,O000479,Rail,39,2025-04-20,2025-04-29,On-Time
SHP000480,O000480,Air,98,2024-07-28,2024-07-29,On-Time
SHP000481,O000481,Road,57,2023-02-11,2023-02-16,On-Time
SHP000482,O000482,Rail,32,2025-08-17,2025-08-24,On-Time
SHP000483,O000483,Standard Shipping,20,2024-03-14,2024-03-28,On-Time
SHP000484,O000484,Standard Shipping,21,2023-05-25,2023-06-01,On-Time
SHP000485,O000485,Road,48,2025-10-07,2025-10-12,On-Time
SHP000486,O000486,Express Courier,87,2025-12-01,2025-12-04,On-Time
SHP000487,O000487,Standard Shipping,17,2024-04-21,2024-04-29,On-Time
SHP000488,O000488,Standard Shipping,31,2024-05-09,2024-05-19,On-Time
SHP000489,O000489,Road,48,2023-10-27,2023-11-03,On-Time
SHP000490,O000490,Rail,18,2024-03-18,2024-03-26,On-Time
SHP000491,O000491,Express Courier,82,2023-12-26,2023-12-29,On-Time
SHP000492,O000492,Standard Shipping,23,2025-11-24,2025-12-03,On-Time
SHP000493,O000493,Road,39,2023-04-16,2023-04-21,On-Time
SHP000494,O000494,Air,108,2023-06-26,2023-06-29,On-Time
SHP000495,O000495,Road,41,2025-05-21,2025-05-26,On-Time
SHP000496,O000496,Standard Shipping,29,2024-03-29,2024-04-07,On-Time
SHP000497,O000497,Standard Shipping,31,2023-12-18,2023-12-29,Delayed
SHP000498,O000498,Road,53,2023-12-24,2023-12-27,On-Time
SHP000499,O000499,Standard Shipping,15,2023-05-09,2023-05-21,On-Time
SHP000500,O000500,Rail,21,2023-09-07,2023-09-15,On-Time
SHP000501,O000501,Rail,16,2025-11-07,2025-11-13,On-Time
SHP000502,O000502,Rail,45,2025-02-10,2025-02-18,On-Time
SHP000503,O000503,Rail,32,2024-11-27,2024-12-07,Delayed
SHP000504,O000504,Road,28,2023-11-15,2023-11-20,Delayed
SHP000505,O000505,Rail,24,2025-02-27,2025-03-08,On-Time
SHP000506,O000506,Express Courier,51,2025-07-07,2025-07-10,On-Time
SHP000507,O000507,Rail,36,2024-10-16,2024-10-21,On-Time
SHP000508,O000508,Road,31,2024-09-28,2024-10-04,Delayed
SHP000509,O000509,Air,132,2025-07-13,2025-07-15,On-Time
SHP000510,O000510,Road,36,2024-03-20,2024-03-23,On-Time
SHP000511,O000511,Air,80,2025-02-26,2025-03-01,On-Time
SHP000512,O000512,Air,109,2025-08-27,2025-08-28,Delayed
SHP000513,O000513,Express Courier,55,2025-12-04,2025-12-06,On-Time
SHP000514,O000514,Rail,40,2023-05-11,2023-05-17,On-Time
SHP000515,O000515,Standard Shipping,14,2024-12-18,2024-12-28,On-Time
SHP000516,O000516,Standard Shipping,20,2024-05-22,2024-05-29,On-Time
SHP000517,O000517,Express Courier,87,2023-06-27,2023-06-29,On-Time
SHP000518,O000518,Air,83,2025-02-22,2025-02-24,Delayed
SHP000519,O000519,Rail,27,2023-05-06,2023-05-11,On-Time
SHP000520,O000520,Road,36,2024-08-02,2024-08-06,On-Time
SHP000521,O000521,Express Courier,84,2025-02-21,2025-02-24,On-Time
SHP000522,O000522,Rail,34,2023-03-24,2023-04-03,On-Time
SHP000523,O000523,Express Courier,75,2025-08-05,2025-08-09,On-Time
SHP000524,O000524,Express Courier,84,2025-12-21,2025-12-24,On-Time
SHP000525,O000525,Road,48,2024-07-14,2024-07-17,On-Time
SHP000526,O000526,Road,53,2025-10-29,2025-11-04,On-Time
SHP000527,O000527,Air,145,2025-06-02,2025-06-05,On-Time
SHP000528,O000528,Road,46,2025-04-04,2025-04-08,On-Time
SHP000529,O000529,Road,24,2024-05-22,2024-05-26,On-Time
SHP000530,O000530,Express Courier,70,2025-07-09,2025-07-12,Delayed
SHP000531,O000531,Road,52,2025-06-30,2025-07-04,On-Time
SHP000532,O000532,Standard Shipping,24,2025-08-10,2025-08-20,On-Time
SHP000533,O000533,Rail,36,2024-05-27,2024-06-03,On-Time
SHP000534,O000534,Rail,23,2025-08-23,2025-08-29,On-Time
SHP000535,O000535,Rail,22,2024-04-28,2024-05-03,On-Time
SHP000536,O000536,Express Courier,50,2024-08-07,2024-08-11,On-Time
SHP000537,O000537,Express Courier,71,2023-10-25,2023-10-28,On-Time
SHP000538,O000538,Express Courier,56,2023-12-21,2023-12-25,On-Time
SHP000539,O000539,Express Courier,87,2024-07-27,2024-07-29,On-Time
SHP000540,O000540,Air,103,2024-04-25,2024-04-26,On-Time
SHP000541,O000541,Standard Shipping,32,2024-05-08,2024-05-15,On-Time
SHP000542,O000542,Express Courier,73,2025-06-06,2025-06-10,Delayed
SHP000543,O000543,Road,42,2025-12-05,2025-12-10,On-Time
SHP000544,O000544,Road,27,2023-11-28,2023-12-04,On-Time
SHP000545,O000545,Express Courier,40,2025-05-02,2025-05-05,On-Time
SHP000546,O000546,Air,106,2025-07-26,2025-07-28,On-Time
SHP000547,O000547,Express Courier,52,2023-06-25,2023-06-28,Delayed
SHP000548,O000548,Rail,16,2025-05-06,2025-05-14,Delayed
SHP000549,O000549,Rail,23,2023-12-06,2023-12-14,On-Time
SHP000550,O000550,Express Courier,72,2025-07-12,2025-07-15,On-Time
SHP000551,O000551,Rail,17,2024-04-19,2024-04-24,On-Time
SHP000552,O000552,Air,116,2024-07-22,2024-07-24,On-Time
SHP000553,O000553,Road,37,2023-03-09,2023-03-15,On-Time
SHP000554,O000554,Standard Shipping,13,2025-12-21,2026-01-03,Delayed
SHP000555,O000555,Air,128,2025-02-18,2025-02-20,On-Time
SHP000556,O000556,Express Courier,58,2024-06-30,2024-07-04,On-Time
SHP000557,O000557,Road,33,2025-03-22,2025-03-26,On-Time
SHP000558,O000558,Standard Shipping,26,2023-10-12,2023-10-24,Delayed
SHP000559,O000559,Rail,45,2024-11-30,2024-12-10,On-Time
SHP000560,O000560,Express Courier,68,2024-09-19,2024-09-21,On-Time
SHP000561,O000561,Rail,17,2023-09-22,2023-09-29,On-Time
SHP000562,O000562,Air,142,2023-12-12,2023-12-15,On-Time
SHP000563,O000563,Rail,35,2025-04-10,2025-04-18,On-Time
SHP000564,O000564,Standard Shipping,11,2023-07-18,2023-08-01,On-Time
SHP000565,O000565,Rail,29,2024-08-28,2024-09-07,On-Time
SHP000566,O000566,Express Courier,63,2023-04-17,2023-04-19,On-Time
SHP000567,O000567,Rail,22,2023-02-06,2023-02-16,On-Time
SHP000568,O000568,Rail,20,2023-06-22,2023-07-02,On-Time
SHP000569,O000569,Standard Shipping,11,2025-10-25,2025-11-01,On-Time
SHP000570,O000570,Rail,40,2023-06-15,2023-06-24,On-Time
SHP000571,O000571,Standard Shipping,31,2023-06-03,2023-06-16,On-Time
SHP000572,O000572,Express Courier,52,2024-07-21,2024-07-23,On-Time
SHP000573,O000573,Air,141,2025-06-06,2025-06-08,On-Time
SHP000574,O000574,Express Courier,62,2025-12-30,2026-01-01,On-Time
SHP000575,O000575,Air,85,2024-06-05,2024-06-07,On-Time
SHP000576,O000576,Air,98,2025-04-30,2025-05-02,On-Time
SHP000577,O000577,Express Courier,72,2024-05-31,2024-06-04,On-Time
SHP000578,O000578,Standard Shipping,27,2023-11-06,2023-11-14,On-Time
SHP000579,O000579,Express Courier,76,2024-05-25,2024-05-28,Delayed
SHP000580,O000580,Air,109,2024-07-04,2024-07-07,On-Time
SHP000581,O000581,Road,24,2023-11-15,2023-11-18,On-Time
SHP000582,O000582,Express Courier,51,2025-02-27,2025-03-01,Delayed
SHP000583,O000583,Express Courier,52,2025-10-06,2025-10-09,On-Time
SHP000584,O000584,Standard Shipping,13,2025-06-29,2025-07-07,On-Time
SHP000585,O000585,Rail,28,2025-01-05,2025-01-11,On-Time
SHP000586,O000586,Express Courier,75,2024-02-23,2024-02-27,On-Time
SHP000587,O000587,Air,84,2023-03-18,2023-03-19,On-Time
SHP000588,O000588,Rail,34,2023-04-04,2023-04-14,On-Time
SHP000589,O000589,Air,95,2023-03-21,2023-03-24,On-Time
SHP000590,O000590,Express Courier,63,2023-05-13,2023-05-17,On-Time
SHP000591,O000591,Standard Shipping,24,2024-12-24,2025-01-05,On-Time
SHP000592,O000592,Rail,21,2025-06-17,2025-06-24,On-Time
SHP000593,O000593,Air,140,2024-12-04,2024-12-07,On-Time
SHP000594,O000594,Rail,43,2024-10-24,2024-10-30,On-Time
SHP000595,O000595,Road,20,2025-03-29,2025-04-01,On-Time
SHP000596,O000596,Express Courier,48,2025-06-09,2025-06-11,On-Time
SHP000597,O000597,Express Courier,62,2024-01-13,2024-01-15,On-Time
SHP000598,O000598,Rail,27,2024-05-10,2024-05-15,On-Time
SHP000599,O000599,Standard Shipping,34,2025-05-29,2025-06-11,On-Time
SHP000600,O000600,Standard Shipping,11,2024-02-12,2024-02-21,On-Time
SHP000601,O000601,Air,149,2025-02-28,2025-03-01,On-Time
SHP000602,O000602,Rail,42,2023-03-22,2023-03-30,On-Time
SHP000603,O000603,Express Courier,86,2024-10-24,2024-10-28,On-Time
SHP000604,O000604,Standard Shipping,19,2024-08-02,2024-08-12,On-Time
SHP000605,O000605,Express Courier,73,2023-06-18,2023-06-22,On-Time
SHP000606,O000606,Road,32,2025-03-28,2025-04-03,On-Time
SHP000607,O000607,Rail,40,2025-02-13,2025-02-19,On-Time
SHP000608,O000608,Road,37,2023-09-08,2023-09-15,Delayed
SHP000609,O000609,Express Courier,81,2025-04-01,2025-04-03,On-Time
SHP000610,O000610,Air,115,2025-06-17,2025-06-20,On-Time
SHP000611,O000611,Air,149,2024-08-15,2024-08-18,On-Time
SHP000612,O000612,Air,118,2023-12-22,2023-12-23,On-Time
SHP000613,O000613,Express Courier,87,2023-01-21,2023-01-23,On-Time
SHP000614,O000614,Air,97,2023-04-10,2023-04-11,On-Time
SHP000615,O000615,Road,48,2024-04-10,2024-04-16,On-Time
SHP000616,O000616,Air,102,2025-04-17,2025-04-19,On-Time
SHP000617,O000617,Road,42,2024-12-06,2024-12-09,On-Time
SHP000618,O000618,Standard Shipping,22,2023-05-28,2023-06-07,On-Time
SHP000619,O000619,Rail,44,2023-10-23,2023-11-02,On-Time
SHP000620,O000620,Rail,39,2024-03-26,2024-04-03,On-Time
SHP000621,O000621,Rail,27,2025-06-11,2025-06-21,On-Time
SHP000622,O000622,Air,105,2023-03-04,2023-03-06,Delayed
SHP000623,O000623,Express Courier,51,2024-08-03,2024-08-07,On-Time
SHP000624,O000624,Air,100,2025-11-04,2025-11-05,On-Time
SHP000625,O000625,Air,102,2023-10-28,2023-10-30,On-Time
SHP000626,O000626,Express Courier,84,2025-07-15,2025-07-19,On-Time
SHP000627,O000627,Express Courier,40,2024-08-16,2024-08-19,On-Time
SHP000628,O000628,Air,81,2024-06-16,2024-06-19,On-Time
SHP000629,O000629,Rail,29,2025-02-13,2025-02-22,On-Time
SHP000630,O000630,Air,102,2023-12-15,2023-12-18,On-Time
SHP000631,O000631,Express Courier,67,2023-08-03,2023-08-06,On-Time
SHP000632,O000632,Air,114,2025-12-13,2025-12-15,On-Time
SHP000633,O000633,Road,20,2023-04-28,2023-05-01,On-Time
SHP000634,O000634,Road,54,2025-01-09,2025-01-14,On-Time
SHP000635,O000635,Standard Shipping,19,2023-12-14,2023-12-22,On-Time
SHP000636,O000636,Air,148,2023-07-18,2023-07-21,On-Time
SHP000637,O000637,Air,132,2024-08-06,2024-08-08,On-Time
SHP000638,O000638,Air,105,2023-03-24,2023-03-26,Delayed
SHP000639,O000639,Express Courier,46,2025-08-24,2025-08-26,On-Time
SHP000640,O000640,Express Courier,53,2025-10-16,2025-10-18,On-Time
SHP000641,O000641,Road,25,2025-04-04,2025-04-10,Delayed
SHP000642,O000642,Rail,36,2023-12-21,2023-12-26,On-Time
SHP000643,O000643,Standard Shipping,22,2025-03-15,2025-03-23,On-Time
SHP000644,O000644,Standard Shipping,15,2025-05-13,2025-05-25,On-Time
SHP000645,O000645,Standard Shipping,23,2024-02-14,2024-02-26,Delayed
SHP000646,O000646,Road,40,2023-04-03,2023-04-06,On-Time
SHP000647,O000647,Road,51,2024-11-12,2024-11-15,On-Time
SHP000648,O000648,Road,58,2023-07-01,2023-07-06,On-Time
SHP000649,O000649,Express Courier,59,2024-08-05,2024-08-09,On-Time
SHP000650,O000650,Air,119,2023-11-20,2023-11-21,Delayed
SHP000651,O000651,Road,48,2025-07-08,2025-07-15,On-Time
SHP000652,O000652,Standard Shipping,13,2025-09-26,2025-10-04,On-Time
SHP000653,O000653,Rail,19,2023-09-27,2023-10-05,Delayed
SHP000654,O000654,Standard Shipping,30,2023-01-20,2023-01-27,Delayed
SHP000655,O000655,Standard Shipping,29,2025-08-12,2025-08-24,On-Time
SHP000656,O000656,Express Courier,69,2023-01-02,2023-01-06,On-Time
SHP000657,O000657,Road,33,2023-02-19,2023-02-26,On-Time
SHP000658,O000658,Express Courier,83,2023-12-09,2023-12-12,On-Time
SHP000659,O000659,Rail,34,2024-03-12,2024-03-20,On-Time
SHP000660,O000660,Road,48,2023-12-20,2023-12-27,On-Time
SHP000661,O000661,Road,23,2024-12-30,2025-01-02,On-Time
SHP000662,O000662,Express Courier,86,2023-09-08,2023-09-12,On-Time
SHP000663,O000663,Air,109,2023-12-12,2023-12-15,On-Time
SHP000664,O000664,Rail,25,2025-04-03,2025-04-10,On-Time
SHP000665,O000665,Road,42,2023-09-11,2023-09-14,On-Time
SHP000666,O000666,Road,26,2025-03-20,2025-03-27,On-Time
SHP000667,O000667,Express Courier,77,2025-10-28,2025-10-30,On-Time
SHP000668,O000668,Road,22,2025-05-18,2025-05-23,On-Time
SHP000669,O000669,Rail,43,2024-12-20,2024-12-29,On-Time
SHP000670,O000670,Rail,21,2025-11-10,2025-11-15,On-Time
SHP000671,O000671,Rail,36,2024-07-20,2024-07-27,On-Time
SHP000672,O000672,Rail,31,2024-07-24,2024-08-02,On-Time
SHP000673,O000673,Air,113,2024-01-20,2024-01-21,Delayed
SHP000674,O000674,Express Courier,71,2023-12-06,2023-12-10,On-Time
SHP000675,O000675,Rail,39,2023-09-13,2023-09-22,On-Time
SHP000676,O000676,Air,108,2023-10-10,2023-10-12,On-Time
SHP000677,O000677,Standard Shipping,17,2023-10-03,2023-10-17,On-Time
SHP000678,O000678,Air,84,2024-06-30,2024-07-03,On-Time
SHP000679,O000679,Express Courier,80,2025-10-18,2025-10-21,On-Time
SHP000680,O000680,Air,120,2025-05-08,2025-05-11,On-Time
SHP000681,O000681,Air,80,2024-04-27,2024-04-30,Delayed
SHP000682,O000682,Rail,18,2023-11-24,2023-11-30,On-Time
SHP000683,O000683,Road,49,2024-08-16,2024-08-22,On-Time
SHP000684,O000684,Road,57,2025-05-01,2025-05-04,On-Time
SHP000685,O000685,Standard Shipping,11,2025-01-05,2025-01-19,On-Time
SHP000686,O000686,Road,39,2023-06-11,2023-06-18,On-Time
SHP000687,O000687,Rail,19,2024-05-06,2024-05-16,On-Time
SHP000688,O000688,Express Courier,57,2025-07-01,2025-07-04,On-Time
SHP000689,O000689,Standard Shipping,13,2024-12-16,2024-12-30,On-Time
SHP000690,O000690,Road,37,2023-03-21,2023-03-27,On-Time
SHP000691,O000691,Standard Shipping,35,2025-09-12,2025-09-21,On-Time
SHP000692,O000692,Air,84,2023-01-17,2023-01-18,On-Time
SHP000693,O000693,Express Courier,68,2025-01-14,2025-01-17,On-Time
SHP000694,O000694,Rail,29,2024-03-13,2024-03-20,On-Time
SHP000695,O000695,Road,51,2023-01-13,2023-01-20,On-Time
SHP000696,O000696,Road,35,2023-03-12,2023-03-19,Delayed
SHP000697,O000697,Road,45,2025-01-09,2025-01-16,On-Time
SHP000698,O000698,Standard Shipping,28,2024-05-28,2024-06-05,On-Time
SHP000699,O000699,Rail,19,2025-01-08,2025-01-15,On-Time
SHP000700,O000700,Express Courier,49,2024-07-07,2024-07-09,On-Time
SHP000701,O000701,Road,30,2023-05-30,2023-06-05,Delayed
SHP000702,O000702,Express Courier,76,2024-05-23,2024-05-25,On-Time
SHP000703,O000703,Air,143,2023-07-29,2023-07-31,On-Time
SHP000704,O000704,Air,92,2024-04-05,2024-04-06,On-Time
SHP000705,O000705,Standard Shipping,14,2025-02-08,2025-02-22,On-Time
SHP000706,O000706,Standard Shipping,15,2025-08-06,2025-08-17,On-Time
SHP000707,O000707,Rail,33,2024-12-19,2024-12-29,On-Time
SHP000708,O000708,Express Courier,40,2025-02-20,2025-02-24,On-Time
SHP000709,O000709,Express Courier,72,2024-08-21,2024-08-23,On-Time
SHP000710,O000710,Express Courier,88,2025-03-29,2025-04-02,On-Time
SHP000711,O000711,Air,83,2024-08-01,2024-08-03,On-Time
SHP000712,O000712,Express Courier,66,2024-02-21,2024-02-23,On-Time
SHP000713,O000713,Express Courier,73,2023-05-07,2023-05-11,On-Time
SHP000714,O000714,Express Courier,87,2024-11-05,2024-11-08,On-Time
SHP000715,O000715,Rail,37,2024-05-26,2024-06-04,On-Time
SHP000716,O000716,Road,21,2024-11-15,2024-11-21,Delayed
SHP000717,O000717,Road,50,2025-12-14,2025-12-21,On-Time
SHP000718,O000718,Rail,23,2024-05-08,2024-05-18,Delayed
SHP000719,O000719,Express Courier,75,2025-03-09,2025-03-13,On-Time
SHP000720,O000720,Road,44,2024-06-22,2024-06-26,On-Time
SHP000721,O000721,Road,20,2023-09-09,2023-09-14,On-Time
SHP000722,O000722,Express Courier,65,2025-05-09,2025-05-13,On-Time
SHP000723,O000723,Standard Shipping,16,2025-10-30,2025-11-06,On-Time
SHP000724,O000724,Express Courier,60,2023-12-29,2023-12-31,On-Time
SHP000725,O000725,Express Courier,89,2023-04-18,2023-04-20,On-Time
SHP000726,O000726,Rail,16,2024-06-03,2024-06-12,On-Time
